id,Category,Subcategory,Subsubcategory,Subsubsubcategory,Quintile,Elasticity
1351,Carcase meat,Pork,Pork chops,0,5,0.297096841
1352,Carcase meat,Pork,Pork fillets and steaks,0,5,0.495052687
1353,Carcase meat,Pork,Pork joints,0,5,1.117281254
1354,Cheese,0,0,0,5,-0.227193325
1355,Cheese,Natural cheese,0,0,5,-0.195051489
1356,Cheese,Natural cheese,Cottage cheese,0,5,0.105969083
1357,Cheese,Natural cheese,Hard cheese - cheddar type,0,5,0.052207498
1358,Cheese,Natural cheese,Hard cheese - edam or other foreign,0,5,0.060898046
1359,Cheese,Natural cheese,Hard cheese - other uk or foreign equivalent,0,5,-0.063060698
1360,Cheese,Natural cheese,Soft natural cheese,0,5,2.021199514
1361,Cheese,Processed cheese,0,0,5,-1.357729275
1362,Confectionery,0,0,0,5,-0.206921816
1363,Confectionery,Chewing gum,0,0,5,1.854811563
1364,Confectionery,Chocolate bars - filled,0,0,5,-0.446239468
1365,Confectionery,Chocolate bars - solid,0,0,5,0.132599923
1366,Confectionery,"Fudges, toffees, caramels",0,0,5,-0.038826867
1367,Confectionery,Mints and boiled sweets,0,0,5,0.169001315
1368,Confectionery,Mints and boiled sweets,Boiled sweets,0,5,0.382664829
1369,Confectionery,Mints and boiled sweets,Mints,0,5,2.17347409
1370,Eggs,0,0,0,5,0.107086967
1371,Fats,0,0,0,5,0.558079565
1372,Fats,All other fats,0,0,5,2.72766953
1373,Fats,All other fats,Imitatation cream,0,5,-0.651710125
1374,Fats,All other fats,Low fat spreads,0,5,1.016828068
1375,Fats,All other fats,Reduced fat spreads,0,5,2.888815088
1376,Fats,All other fats,Suet and dripping,0,5,-0.256884357
1377,Fats,Butter,0,0,5,-0.449271982
1378,Fats,Margarine,0,0,5,-1.458767683
1379,Fats,Margarine,Other margarine,0,5,-1.027951213
1380,Fats,Margarine,Soft margarine,0,5,-1.650367858
1381,Fats,Vegetable and salad oils,0,0,5,0.406184493
1382,Fats,Vegetable and salad oils,Olive oil,0,5,0.58519195
1383,Fats,Vegetable and salad oils,Other vegetable and salad oils,0,5,0.461250988
1384,Fish,0,0,0,5,0.842536245
1385,Fish,"Blue fish, dried or salted or smoked",0,0,5,-0.170830204
1386,Fish,"Herrings and other blue fish, fresh, chilled or frozen",0,0,5,1.109207064
1387,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, fresh or chilled",0,5,1.218264292
1388,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, frozen",0,5,0.362363455
1389,Fish,Other tinned or bottled fish,0,0,5,0.484937351
1390,Fish,Ready meals and other fish products - frozen or not frozen,0,0,5,0.172684736
1391,Fish,"Salmon, fresh, chilled or frozen",0,0,5,-0.593892809
1392,Fish,"Salmon, fresh, chilled or frozen","Salmon, fresh or chilled",0,5,-0.742941183
1393,Fish,"Salmon, fresh, chilled or frozen","Salmon, frozen",0,5,-1.559871595
1394,Fish,"Salmon, tinned",0,0,5,1.8930693
1395,Fish,Shellfish,0,0,5,1.642746853
1396,Fish,Shellfish,"Shellfish, fresh or chilled",0,5,2.083489722
1397,Fish,Shellfish,"Shellfish, frozen",0,5,1.854899569
1398,Fish,Takeaway fish,0,0,5,1.64390534
1399,Fish,Takeaway fish meals and fish products,0,0,5,0.44013761
1400,Fish,Takeaway fish meals and fish products,Takeaway fish based meals,0,5,0.619227303
1401,Fish,Takeaway fish meals and fish products,Takeaway fish products,0,5,0.344300786
1402,Fish,"White fish, dried, salted or smoked",0,0,5,0.9667412
1403,Fish,"White fish, fresh, chilled or frozen",0,0,5,1.649632803
1404,Fish,"White fish, fresh, chilled or frozen","White fish, fresh or chilled",0,5,1.331756291
1405,Fish,"White fish, fresh, chilled or frozen","White fish, frozen",0,5,-0.183474568
1406,Flour,0,0,0,5,-0.285838745
1407,Fresh and processed fruit,0,0,0,5,0.732897744
1408,Fresh and processed fruit,Fresh fruit,0,0,5,0.771735663
1409,Fresh and processed fruit,Fresh fruit,Fresh apples,0,5,1.397550064
1410,Fresh and processed fruit,Fresh fruit,Fresh bananas,0,5,0.032946863
1411,Fresh and processed fruit,Fresh fruit,Fresh grapes,0,5,1.040640963
1412,Fresh and processed fruit,Fresh fruit,Fresh melons,0,5,0.321973147
1413,Fresh and processed fruit,Fresh fruit,Fresh oranges,0,5,0.904887812
1414,Fresh and processed fruit,Fresh fruit,Fresh pears,0,5,0.882414207
1415,Fresh and processed fruit,Fresh fruit,Fresh stone fruit,0,5,0.979904307
1416,Fresh and processed fruit,Fresh fruit,Other fresh citrus fruits,0,5,1.040923839
1417,Fresh and processed fruit,Fresh fruit,Other fresh fruit,0,5,1.873680412
1418,Fresh and processed fruit,Fresh fruit,Other fresh soft fruit,0,5,-1.351969542
1419,Fresh and processed fruit,Processed fruit and fruit products,0,0,5,0.685037707
1420,Fresh and processed fruit,Processed fruit and fruit products,All other tinned or bottled fruit,0,5,0.456684058
1421,Fresh and processed fruit,Processed fruit and fruit products,Dried fruit,0,5,0.04948672
1422,Fresh and processed fruit,Processed fruit and fruit products,"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",0,5,2.272156251
1423,Fresh and processed fruit,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",0,5,1.996708217
1424,Fresh and processed fruit,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",Nuts and edible seeds,5,1.970251459
1425,Fresh and processed fruit,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",Peanut butter,5,-1.416354087
1426,Fresh and processed fruit,Processed fruit and fruit products,Pure fruit juices,0,5,0.24440091
1427,Fresh and processed fruit,Processed fruit and fruit products,"Tinned peaches, pears and pineapples",0,5,-0.138579419
1428,"Fresh and processed fruit and vegetables, excluding potatoes",0,0,0,5,0.67719589
1429,"Fresh and processed fruit and vegetables, including potatoes",0,0,0,5,1.107197465
1430,Fresh and processed potatoes,0,0,0,5,1.158589418
1431,Fresh and processed potatoes,Fresh potatoes,0,0,5,0.982809131
1432,Fresh and processed potatoes,Fresh potatoes,Fresh baking potatoes (e),0,5,0.38740879
1433,Fresh and processed potatoes,Fresh potatoes,Fresh new potatoes (e),0,5,1.103386866
1434,Fresh and processed potatoes,Fresh potatoes,Other fresh potatoes (e),0,5,1.040208817
1435,Fresh and processed potatoes,Processed potatoes,0,0,5,-0.201105555
1436,Fresh and processed potatoes,Processed potatoes,Chips and takeaway chips,0,5,-0.01870422
1437,Fresh and processed potatoes,Processed potatoes,Chips and takeaway chips,Chips - frozen or not frozen,5,0.021883249
1438,Fresh and processed potatoes,Processed potatoes,Chips and takeaway chips,Takeaway chips,5,1.86455433
1439,Fresh and processed potatoes,Processed potatoes,Crisps and potato snacks,0,5,-0.350211127
1440,Fresh and processed potatoes,Processed potatoes,Instant potato,0,5,-0.828066751
1441,Fresh and processed potatoes,Processed potatoes,"Other potato products, frozen or not frozen",0,5,0.251030691
1442,"Fresh and processed vegetables, excluding potatoes",0,0,0,5,0.170352461
1443,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,0,0,5,1.590534848
1444,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh beans,0,5,-0.949288045
1445,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh brussels sprouts,0,5,1.315303902
1446,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh cabbages,0,5,1.25623372
1447,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh cauliflower,0,5,0.72266882
1448,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh peas,0,5,0.572986985
1449,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Leafy salads fresh,0,5,0.442369691
1450,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Leafy salads fresh,Lettuce and leafy salads,5,-1.015544037
1451,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Leafy salads fresh,Prepared lettuce salads,5,-0.533758615
1452,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Other fresh green vegetables,0,5,0.465394389
1453,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,0,0,5,0.628238319
1454,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh carrots,0,5,-0.252836384
1455,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh cucumbers,0,5,0.217979395
1456,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh mushrooms,0,5,0.023979428
1457,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,"Fresh onions, leeks and shallots",0,5,0.320895904
1458,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh tomatoes,0,5,0.674053783
1459,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh turnips and swede,0,5,0.516565959
1460,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,0,5,1.561873566
1461,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,Fresh herbs,5,1.08288602
1462,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",5,1.134706174
1463,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,Fresh stem vegetables,5,0.488637492
1464,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,"Fresh vegetable stewpack, stirfry pack etc.",5,1.945607882
1465,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Other fresh root vegetables,0,5,1.550544173
1466,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,0,0,5,0.567222277
1467,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Beans canned,0,5,-0.132034249
1468,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Beans canned,Baked beans in sauce,5,0.14399753
1469,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Beans canned,Other canned beans and pulses,5,0.745379582
1470,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Beans, frozen",0,5,-1.040711307
1471,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Dried pulses other than air-dried,0,5,0.359926673
1472,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Other canned vegetables,0,5,0.670496691
1473,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Other frozen vegetables,0,5,0.294507272
1474,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Peas, canned",0,5,1.748085806
1475,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Peas, frozen",0,5,-0.297732414
1476,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),0,5,1.097050128
1477,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),All vegetable takeaway products,5,1.056592189
1478,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),"Ready meals and other vegetable products, frozen or not frozen",5,0.938531871
1479,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Tomatoes, canned or bottled",0,5,-0.411168683
1480,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Vegetable juices and purees,0,5,0.841756235
1481,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Vegetable juices and purees,Tomato puree and vegetable purees,5,0.611488002
1482,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Vegetable juices and purees,"Vegetable juices eg tomato juice, carrot juice",5,0.423095519
1483,"Fresh and processed vegetables, including potatoes",0,0,0,5,1.095239522
1484,Milk and milk products excluding cheese,0,0,0,5,-0.211929466
1485,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare",0,0,5,-2.914740348
1486,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",0,5,-2.909982665
1487,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",Pasteurised/ homogenised,5,-2.802811179
1488,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",Sterilised,5,0.44637467
1489,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",UHT milk,5,2.720005412
1490,Milk and milk products excluding cheese,Other milk and cream,0,0,5,0.264976675
1491,Milk and milk products excluding cheese,Other milk and cream,Condensed or evaporated milk,0,5,0.644958824
1492,Milk and milk products excluding cheese,Other milk and cream,Cream,0,5,0.614125105
1493,Milk and milk products excluding cheese,Other milk and cream,Infant milks,0,5,0.917452961
1494,Milk and milk products excluding cheese,Other milk and cream,Infant milks,Infant or baby milks - dried,5,2.13741893
1495,Milk and milk products excluding cheese,Other milk and cream,Infant milks,Infant or baby milks - ready to drink,5,2.005089846
1496,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,0,5,0.486961443
1497,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Dairy desserts - not frozen,5,1.180835439
1498,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Dried milk products,5,2.547667045
1499,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Milk drinks and other milks (d),5,-0.216093452
1500,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Non-dairy milk substitutes (d),5,0.224933453
1501,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,0,5,0.165468013
1502,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,Fully skimmed milk,5,0.018583285
1503,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,Semi-skimmed milk,5,0.219253946
1504,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,0,5,1.63248188
1505,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,Fromage frais,5,-0.348429943
1506,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,Yoghurt,5,1.5975019
1507,Non-carcase meat and meat products,0,0,0,5,-0.708691244
1508,Non-carcase meat and meat products,All offal other than liver,0,0,5,0.632667077
1509,Non-carcase meat and meat products,"Bacon and ham, cooked",0,0,5,0.369635069
1510,Non-carcase meat and meat products,"Bacon and ham, uncooked",0,0,5,0.279907145
1511,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham joints, uncooked",0,5,1.552964924
1512,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham rashers, uncooked",0,5,-0.294019477
1513,Non-carcase meat and meat products,"Burgers, frozen or not frozen",0,0,5,0.772250824
1514,Non-carcase meat and meat products,"Chicken, uncooked - whole chicken or chicken pieces",0,0,5,0.848554651
1515,Non-carcase meat and meat products,Cooked poultry not purchased in cans,0,0,5,1.077265304
1516,Non-carcase meat and meat products,Cooked poultry not purchased in cans,"Chicken and turkey, cooked",0,5,1.462919659
1517,Non-carcase meat and meat products,Cooked poultry not purchased in cans,Takeaway chicken,0,5,-0.561621793
1518,Non-carcase meat and meat products,"Corned beef, canned or sliced",0,0,5,1.13812466
1519,Non-carcase meat and meat products,Liver,0,0,5,0.349256021
1520,Non-carcase meat and meat products,Liver,Lambs liver,0,5,-0.003609353
1521,Non-carcase meat and meat products,Meat pastes and spreads,0,0,5,-0.967514018
1522,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat",0,0,5,-5.233934885
1523,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Meat pies, ready to eat",0,5,-0.171359782
1524,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Sausage rolls, ready to eat",0,5,1.085004137
1525,Non-carcase meat and meat products,"Meat pies, pasties and puddings, frozen or not frozen",0,0,5,1.732272007
1526,Non-carcase meat and meat products,Other canned meat and canned meat products,0,0,5,0.379107647
1527,Non-carcase meat and meat products,Other cooked meat,0,0,5,1.759769357
1528,Non-carcase meat and meat products,"Other fresh, chilled and frozen meat",0,0,5,0.084568905
1529,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)",0,0,5,1.04968031
1530,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Poultry other than chicken or turkey, uncooked",0,5,0.239573102
1531,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Turkey, uncooked - whole turkey or turkey pieces",0,5,1.134443293
1532,Non-carcase meat and meat products,Pate and delicatessen type sausage,0,0,5,0.846594137
1533,Non-carcase meat and meat products,Pate and delicatessen type sausage,Delicatessen type sausages,0,5,0.87672157
1534,Non-carcase meat and meat products,Pate and delicatessen type sausage,Pate,0,5,-0.414923397
1535,Non-carcase meat and meat products,Ready meals and convenience meat products,0,0,5,-0.827808369
1536,Non-carcase meat and meat products,Ready meals and convenience meat products,"Complete meat-based ready meals, frozen or not frozen",0,5,-1.52121732
1537,Non-carcase meat and meat products,Ready meals and convenience meat products,"Other convenience meat products, frozen or not frozen",0,5,0.553476171
1538,Non-carcase meat and meat products,"Sausages, uncooked - beef and other sausages",0,0,5,2.519595903
1539,Non-carcase meat and meat products,"Sausages, uncooked - pork",0,0,5,0.411517617
1540,Non-carcase meat and meat products,Takeaway meats,0,0,5,0.853617594
1541,Non-carcase meat and meat products,Takeaway meats,Takeaway burger and bun,0,5,1.251604932
1542,Non-carcase meat and meat products,Takeaway meats,Takeaway kebabs,0,5,0.97203212
1543,Non-carcase meat and meat products,Takeaway meats,Takeaway meat based meals,0,5,0.065760535
1544,Non-carcase meat and meat products,Takeaway meats,Takeaway meat pies and pasties,0,5,1.554827454
1545,Non-carcase meat and meat products,Takeaway meats,Takeaway sausages and saveloys,0,5,0.370936673
1546,Other cereals and cereal products,0,0,0,5,0.464306836
1547,Other cereals and cereal products,Breakfast cereals,0,0,5,0.373512535
1548,Other cereals and cereal products,Breakfast cereals,High fibre breakfast cereals,0,5,0.91724109
1549,Other cereals and cereal products,Breakfast cereals,Muesli,0,5,-0.244657661
1550,Other cereals and cereal products,Breakfast cereals,Other breakfast cereals,0,5,0.046311575
1551,Other cereals and cereal products,Breakfast cereals,Sweetened breakfast cereals,0,5,-0.636898516
1552,Other cereals and cereal products,Cakes and pastries - frozen,0,0,5,-0.028720035
1553,Other cereals and cereal products,Canned milk puddings,0,0,5,0.024652454
1554,Other cereals and cereal products,Canned milk puddings,All canned milk puddings,0,5,0.889515619
1555,Other cereals and cereal products,Canned milk puddings,Canned or fresh carton custard,0,5,0.490918163
1556,Other cereals and cereal products,Infant cereal foods,0,0,5,0.540985966
1557,Other cereals and cereal products,"Invalid foods, slimming foods and sports foods",0,0,5,-0.278739865
1558,Other cereals and cereal products,Oatmeal and oat products,0,0,5,0.284666302
1559,Other cereals and cereal products,Other cereal convenience foods,0,0,5,0.366480298
1560,Other cereals and cereal products,Other cereal convenience foods,"Cake, pudding and dessert mixes",0,5,0.156467541
1561,Other cereals and cereal products,Other cereal convenience foods,Cereal snacks,0,5,-1.673898191
1562,Other cereals and cereal products,Other cereal convenience foods,"Other cereal foods, frozen and not frozen",0,5,1.357052297
1563,Other cereals and cereal products,Other cereal convenience foods,"Quiches and flans, frozen and not frozen",0,5,0.196890996
1564,Other cereals and cereal products,Other cereal convenience foods,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",0,5,1.268628619
1565,Other cereals and cereal products,Other cereals,0,0,5,1.436146399
1566,Other cereals and cereal products,Pasta,0,0,5,-0.155028381
1567,Other cereals and cereal products,Pasta,Canned pasta,0,5,-0.126651003
1568,Other cereals and cereal products,Pasta,Dried and fresh pasta,0,5,0.207814608
1569,Other cereals and cereal products,Pasta,Takeaway pasta and noodles,0,5,0.293735423
1570,Other cereals and cereal products,Pizza,0,0,5,0.091585794
1571,Other cereals and cereal products,Pizza,"Pizzas, frozen and not frozen",0,5,0.081921931
1572,Other cereals and cereal products,Pizza,Takeaway pizza,0,5,0.547368797
1573,Other cereals and cereal products,Puddings,0,0,5,-0.498756497
1574,Other cereals and cereal products,Rice,0,0,5,0.960484234
1575,Other cereals and cereal products,Rice,Cooked rice,0,5,2.738746451
1576,Other cereals and cereal products,Rice,Dried rice,0,5,1.025078073
1577,Other cereals and cereal products,Rice,Takeaway rice,0,5,0.058892163
1578,Other food and drink,0,0,0,5,0.624117607
1579,Other food and drink,Baby foods,0,0,5,-0.000744509
1580,Other food and drink,Ice cream products including takeaways,0,0,5,0.202872791
1581,Other food and drink,Ice cream products including takeaways,"Ice cream cornets, choc-ices, lollies with ice cream",0,5,-0.315954591
1582,Other food and drink,Ice cream products including takeaways,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",0,5,0.623790425
1583,Other food and drink,Ice cream products including takeaways,"Takeaway ice cream, ice cream products, milkshakes",0,5,0.497532866
1584,Other food and drink,Ice cream tub or block,0,0,5,0.67509345
1585,Other food and drink,Jelly squares or crystals,0,0,5,1.176364898
1586,Other food and drink,Mineral or spring waters,0,0,5,0.449223863
1587,Other food and drink,Pickles and sauces,0,0,5,0.010410459
1588,Other food and drink,Pickles and sauces,Pickles,0,5,-0.290008096
1589,Other food and drink,Pickles and sauces,Sauces,0,5,0.217958038
1590,Other food and drink,Pickles and sauces,Takeaway sauces and mayonnnaise,0,5,1.028871855
1591,Other food and drink,Salt,0,0,5,0.508919208
1592,Other food and drink,Soups - canned or cartons,0,0,5,-0.071519964
1593,Other food and drink,Soups - dehydrated or powdered,0,0,5,0.159404263
1594,Other food and drink,Soups - from takeaway,0,0,5,0.429946685
1595,Other food and drink,Soya and novel protein foods,0,0,5,0.670592895
1596,Other food and drink,Spreads and dressings,0,0,5,1.015577423
1597,Other food and drink,Spreads and dressings,Other spreads and dresssings,0,5,-0.539433189
1598,Other food and drink,Spreads and dressings,Salad dressings,0,5,0.457613548
1599,Other food and drink,Stock cubes and meat and yeast extracts,0,0,5,1.565998522
1600,Soft drinks,0,0,0,5,-0.162050509
1601,Soft drinks,"Soft drinks, concentrated, low calorie",0,0,5,1.540217931
1602,Soft drinks,"Soft drinks, concentrated, not low calorie",0,0,5,1.461164563
1603,Soft drinks,"Soft drinks, not concentrated,  not low calorie",0,0,5,1.912812915
1604,Soft drinks,"Soft drinks, not concentrated, low calorie",0,0,5,-0.519075481
1605,Sugar and preserves,0,0,0,5,0.215634172
1606,Sugar and preserves,Honey,0,0,5,-1.047451554
1607,Sugar and preserves,Jams and fruit curds,0,0,5,-0.083718853
1608,Sugar and preserves,Marmalade,0,0,5,-1.18722019
1609,Sugar and preserves,Sugar,0,0,5,0.11623961
1610,Sugar and preserves,"Syrup, treacle",0,0,5,-0.00649189
